A	SNP_taxa_chr_pos	C	link	info_1	info_2	info_3	paper	gene_chr_pos
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231380;r=3H:26217692-26417692;t=HORVU.MOREX.r3.3HG0231380.1	NAC	regulation of DNA-templated transcription?	involved in meristem regulation?	.	3H:26338882-26340033
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231360;r=3H:26017692-26217692;t=HORVU.MOREX.r3.3HG0231360.1	NAC	regulation of DNA-templated transcription?	involved in meristem regulation?	.	3H:26194856-26195630
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231330;r=3H:26017692-26217692;t=HORVU.MOREX.r3.3HG0231330.1	chloramphenicol acetyltransferase-like	.	.	.	3H:26161793-26164657
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231320;r=3H:25817692-26017692;t=HORVU.MOREX.r3.3HG0231320.1	DNA-binding, Myc-type, transcription factor bHLH95-like	associated with RNA polymerase II	.	.	3H:25917063-25921023
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231310;r=3H:25817692-26017692;t=HORVU.MOREX.r3.3HG0231310.1	endonuclease/exonuclease/phosphatase	.	.	.	3H:25908884-25909363
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231290;r=3H:25817692-26017692;t=HORVU.MOREX.r3.3HG0231290.1	pentacotripeptide repeat	.	.	.	3H:25902983-25905313
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231270;r=3H:25817692-26017692;t=HORVU.MOREX.r3.3HG0231270.1	no information	.	.	.	3H:25836487-25836891
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231260;r=3H:25817692-26017692;t=HORVU.MOREX.r3.3HG0231260.1	SKP1/BTB/POZ, S-phase kinase-associated protein 1	.	.	.	3H:25829820-25830329
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231250;r=3H:25817692-26017692;t=HORVU.MOREX.r3.3HG0231250.1	factor of DNA methylation 1-5/IDN2, XH	gene silencing by RNA-directed DNA methylation	.	.	3H:25825067-25825449
SNP	barley 3H 30217692	gene/transcript	http://plants.ensembl.org/Hordeum_vulgare/Transcript/Domains?db=core;g=HORVU.MOREX.r3.3HG0231240;r=3H:25717692-25817692;t=HORVU.MOREX.r3.3HG0231240.1	short-chain dehydrogenase/reductase SDR	.	.	.	3H:25813396-25817303
